run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR260166	SAMEA1906469	ERX234754	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260166/ERR260166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260166/ERR260166_2.fastq.gz
ERR260167	SAMEA1906456	ERX234755	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260167/ERR260167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260167/ERR260167_2.fastq.gz
ERR260170	SAMEA1906441	ERX234758	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260170/ERR260170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260170/ERR260170_2.fastq.gz
ERR260171	SAMEA1906568	ERX234759	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260171/ERR260171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260171/ERR260171_2.fastq.gz
ERR260173	SAMEA1906529	ERX234761	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260173/ERR260173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260173/ERR260173_2.fastq.gz
ERR260176	SAMEA1906583	ERX234764	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260176/ERR260176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260176/ERR260176_2.fastq.gz
ERR260183	SAMEA1906534	ERX234771	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260183/ERR260183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260183/ERR260183_2.fastq.gz
ERR260192	SAMEA1906557	ERX234780	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260192/ERR260192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260192/ERR260192_2.fastq.gz
ERR260194	SAMEA1906524	ERX234782	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260194/ERR260194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260194/ERR260194_2.fastq.gz
ERR260199	SAMEA1906570	ERX234787	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260199/ERR260199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260199/ERR260199_2.fastq.gz
ERR260203	SAMEA1906531	ERX234791	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260203/ERR260203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260203/ERR260203_2.fastq.gz
ERR260204	SAMEA1906503	ERX234792	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260204/ERR260204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260204/ERR260204_2.fastq.gz
ERR260206	SAMEA1906424	ERX234794	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260206/ERR260206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260206/ERR260206_2.fastq.gz
ERR260216	SAMEA1906433	ERX234804	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260216/ERR260216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260216/ERR260216_2.fastq.gz
ERR260219	SAMEA1906564	ERX234807	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260219/ERR260219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260219/ERR260219_2.fastq.gz
ERR260230	SAMEA1906458	ERX234818	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260230/ERR260230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260230/ERR260230_2.fastq.gz
ERR260236	SAMEA1906555	ERX234824	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260236/ERR260236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260236/ERR260236_2.fastq.gz
ERR260240	SAMEA1906546	ERX234828	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260240/ERR260240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260240/ERR260240_2.fastq.gz
ERR260243	SAMEA1906417	ERX234831	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260243/ERR260243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260243/ERR260243_2.fastq.gz
ERR260247	SAMEA1906575	ERX234835	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260247/ERR260247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260247/ERR260247_2.fastq.gz
ERR260249	SAMEA1906447	ERX234837	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260249/ERR260249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260249/ERR260249_2.fastq.gz
ERR260252	SAMEA1906474	ERX234840	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260252/ERR260252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260252/ERR260252_2.fastq.gz
ERR260253	SAMEA1906525	ERX234841	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260253/ERR260253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260253/ERR260253_2.fastq.gz
ERR260255	SAMEA1906551	ERX234843	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260255/ERR260255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260255/ERR260255_2.fastq.gz
ERR260257	SAMEA1906425	ERX234845	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260257/ERR260257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260257/ERR260257_2.fastq.gz
ERR260259	SAMEA1906459	ERX234847	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260259/ERR260259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260259/ERR260259_2.fastq.gz
ERR260260	SAMEA1906481	ERX234848	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260260/ERR260260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260260/ERR260260_2.fastq.gz
ERR260261	SAMEA1906451	ERX234849	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260261/ERR260261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260261/ERR260261_2.fastq.gz
ERR260262	SAMEA1906466	ERX234850	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260262/ERR260262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260262/ERR260262_2.fastq.gz
ERR260264	SAMEA1906427	ERX234852	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260264/ERR260264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260264/ERR260264_2.fastq.gz
ERR260266	SAMEA1906520	ERX234854	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260266/ERR260266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260266/ERR260266_2.fastq.gz
ERR260268	SAMEA1906453	ERX234856	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260268/ERR260268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260268/ERR260268_2.fastq.gz
ERR260270	SAMEA1906428	ERX234858	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260270/ERR260270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260270/ERR260270_2.fastq.gz
ERR275251	SAMEA1906535	ERX249573	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275251/ERR275251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275251/ERR275251_2.fastq.gz
ERR275252	SAMEA1906554	ERX249574	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275252/ERR275252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275252/ERR275252_2.fastq.gz
ERR260135	SAMEA1906527	ERX234723	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_2.fastq.gz
ERR260140	SAMEA1906489	ERX234728	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_2.fastq.gz
ERR260142	SAMEA1906416	ERX234730	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260142/ERR260142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260142/ERR260142_2.fastq.gz
ERR260143	SAMEA1906434	ERX234731	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260143/ERR260143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260143/ERR260143_2.fastq.gz
ERR260144	SAMEA1906558	ERX234732	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260144/ERR260144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260144/ERR260144_2.fastq.gz
ERR260148	SAMEA1906457	ERX234736	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260148/ERR260148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260148/ERR260148_2.fastq.gz
ERR260152	SAMEA1906580	ERX234740	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260152/ERR260152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260152/ERR260152_2.fastq.gz
ERR260154	SAMEA1906541	ERX234742	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260154/ERR260154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260154/ERR260154_2.fastq.gz
ERR260157	SAMEA1906578	ERX234745	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260157/ERR260157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260157/ERR260157_2.fastq.gz
ERR260165	SAMEA1906512	ERX234753	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260165/ERR260165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260165/ERR260165_2.fastq.gz
ERR260168	SAMEA1906480	ERX234756	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260168/ERR260168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260168/ERR260168_2.fastq.gz
ERR260174	SAMEA1906540	ERX234762	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260174/ERR260174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260174/ERR260174_2.fastq.gz
ERR260177	SAMEA1906559	ERX234765	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260177/ERR260177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260177/ERR260177_2.fastq.gz
ERR260181	SAMEA1906479	ERX234769	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260181/ERR260181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260181/ERR260181_2.fastq.gz
ERR260185	SAMEA1906523	ERX234773	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260185/ERR260185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260185/ERR260185_2.fastq.gz
ERR260187	SAMEA1906468	ERX234775	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260187/ERR260187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260187/ERR260187_2.fastq.gz
ERR260188	SAMEA1906444	ERX234776	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260188/ERR260188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260188/ERR260188_2.fastq.gz
ERR260189	SAMEA1906436	ERX234777	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260189/ERR260189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260189/ERR260189_2.fastq.gz
ERR260191	SAMEA1906574	ERX234779	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260191/ERR260191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260191/ERR260191_2.fastq.gz
ERR260193	SAMEA1906539	ERX234781	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260193/ERR260193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260193/ERR260193_2.fastq.gz
ERR260195	SAMEA1906477	ERX234783	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260195/ERR260195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260195/ERR260195_2.fastq.gz
ERR260198	SAMEA1906548	ERX234786	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260198/ERR260198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260198/ERR260198_2.fastq.gz
ERR260201	SAMEA1906514	ERX234789	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260201/ERR260201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260201/ERR260201_2.fastq.gz
ERR260202	SAMEA1906545	ERX234790	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260202/ERR260202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260202/ERR260202_2.fastq.gz
ERR260205	SAMEA1906565	ERX234793	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260205/ERR260205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260205/ERR260205_2.fastq.gz
ERR260207	SAMEA1906446	ERX234795	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260207/ERR260207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260207/ERR260207_2.fastq.gz
ERR260209	SAMEA1906484	ERX234797	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260209/ERR260209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260209/ERR260209_2.fastq.gz
ERR260210	SAMEA1906528	ERX234798	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260210/ERR260210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260210/ERR260210_2.fastq.gz
ERR260214	SAMEA1906579	ERX234802	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260214/ERR260214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260214/ERR260214_2.fastq.gz
ERR260221	SAMEA1906530	ERX234809	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260221/ERR260221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260221/ERR260221_2.fastq.gz
ERR260224	SAMEA1906493	ERX234812	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260224/ERR260224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260224/ERR260224_2.fastq.gz
ERR260225	SAMEA1906418	ERX234813	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260225/ERR260225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260225/ERR260225_2.fastq.gz
ERR260227	SAMEA1906576	ERX234815	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260227/ERR260227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260227/ERR260227_2.fastq.gz
ERR260231	SAMEA1906487	ERX234819	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260231/ERR260231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260231/ERR260231_2.fastq.gz
ERR260233	SAMEA1906430	ERX234821	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260233/ERR260233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260233/ERR260233_2.fastq.gz
ERR260235	SAMEA1906572	ERX234823	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260235/ERR260235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260235/ERR260235_2.fastq.gz
ERR260237	SAMEA1906567	ERX234825	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260237/ERR260237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260237/ERR260237_2.fastq.gz
ERR260238	SAMEA1906497	ERX234826	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260238/ERR260238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260238/ERR260238_2.fastq.gz
ERR260239	SAMEA1906533	ERX234827	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260239/ERR260239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260239/ERR260239_2.fastq.gz
ERR260242	SAMEA1906491	ERX234830	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260242/ERR260242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260242/ERR260242_2.fastq.gz
ERR260254	SAMEA1906532	ERX234842	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260254/ERR260254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260254/ERR260254_2.fastq.gz
ERR260256	SAMEA1906449	ERX234844	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260256/ERR260256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260256/ERR260256_2.fastq.gz
ERR260263	SAMEA1906443	ERX234851	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260263/ERR260263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260263/ERR260263_2.fastq.gz
ERR260265	SAMEA1906563	ERX234853	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260265/ERR260265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260265/ERR260265_2.fastq.gz
ERR260267	SAMEA1906538	ERX234855	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260267/ERR260267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260267/ERR260267_2.fastq.gz
ERR260275	SAMEA1906507	ERX234863	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260275/ERR260275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260275/ERR260275_2.fastq.gz
ERR260276	SAMEA1906439	ERX234864	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260276/ERR260276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260276/ERR260276_2.fastq.gz
ERR260132	SAMEA1906452	ERX234720	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260132/ERR260132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260132/ERR260132_2.fastq.gz
ERR260133	SAMEA1906536	ERX234721	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_2.fastq.gz
ERR260136	SAMEA1906516	ERX234724	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_2.fastq.gz
ERR260139	SAMEA1906465	ERX234727	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_2.fastq.gz
ERR260145	SAMEA1906582	ERX234733	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260145/ERR260145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260145/ERR260145_2.fastq.gz
ERR260146	SAMEA1906496	ERX234734	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260146/ERR260146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260146/ERR260146_2.fastq.gz
ERR260149	SAMEA1906437	ERX234737	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260149/ERR260149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260149/ERR260149_2.fastq.gz
ERR260150	SAMEA1906419	ERX234738	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260150/ERR260150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260150/ERR260150_2.fastq.gz
ERR260151	SAMEA1906571	ERX234739	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260151/ERR260151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260151/ERR260151_2.fastq.gz
ERR260153	SAMEA1906560	ERX234741	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260153/ERR260153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260153/ERR260153_2.fastq.gz
ERR260155	SAMEA1906505	ERX234743	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260155/ERR260155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260155/ERR260155_2.fastq.gz
ERR260160	SAMEA1906423	ERX234748	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260160/ERR260160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260160/ERR260160_2.fastq.gz
ERR260162	SAMEA1906450	ERX234750	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260162/ERR260162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260162/ERR260162_2.fastq.gz
ERR260164	SAMEA1906537	ERX234752	PRJEB1786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260164/ERR260164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260164/ERR260164_2.fastq.gz
